SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.009019018,46,0,2452.0,,7,0,1,0,1.0
0,0.004193278,55,0,1377.0,,7,0,2,0,
0,0.017803853999999997,72,0,0.006713327,7000.0,8,0,0,0,0.0
0,0.023390287000000003,52,0,1667.0,,7,0,1,0,0.0
0,0.03957927,69,0,0.007498828000000001,6400.0,5,0,0,0,0.0
0,0.083790154,40,0,0.29561545100000003,8050.0,8,0,2,0,2.0
0,0.17958386,56,0,1711.0,,11,0,2,0,0.0
0,0.022632439,75,0,63.0,,6,0,0,0,0.0
0,0.166026062,49,0,0.522897044,9236.0,10,0,3,0,0.0
0,0.019658738000000002,60,0,0.276516906,8635.0,9,0,1,0,0.0
0,0.21985766199999998,41,0,0.26541443600000003,21667.0,8,0,1,0,3.0
0,0.667466507,31,0,0.48022049299999997,3083.0,5,0,0,0,1.0
0,0.266738082,38,0,0.009586817,57891.0,6,0,0,0,1.0
0,0.995218431,38,0,0.203378145,2900.0,8,0,0,0,0.0
0,0.68217069,38,0,0.43789904799999996,8300.0,10,0,2,0,3.0
1,0.579001899,39,1,0.596089758,4500.0,6,0,2,0,2.0
0,0.10113273800000001,68,4,0.477694895,6836.0,11,0,2,0,0.0
0,0.087833186,55,0,187.0,1.0,7,0,0,0,0.0
0,0.042147563,76,0,27.0,,5,0,0,0,
0,0.473585811,61,0,0.209980002,10500.0,13,0,1,0,0.0
0,0.028384606,66,0,0.332583371,20000.0,25,0,4,0,1.0
0,0.056736716,67,0,0.117000824,3640.0,7,0,0,0,2.0
0,0.049598015999999995,38,0,0.06433495,3916.0,3,0,0,0,0.0
0,0.45579506399999997,25,0,0.35391152200000003,4000.0,14,0,0,0,0.0
0,0.205343573,50,0,0.452903048,7250.0,4,0,2,0,0.0
0,0.063512956,53,0,0.225349505,10800.0,8,0,1,0,3.0
0,0.6771188370000001,39,1,0.07430856400000001,3000.0,8,0,0,1,2.0
0,0.397265043,75,0,0.703217744,3200.0,12,0,1,0,1.0
0,0.037979647000000005,73,0,0.319736053,5000.0,15,0,1,0,0.0
1,0.9999998999999999,44,1,0.263248451,2905.0,3,1,0,1,5.0
0,0.010528126,77,0,0.370657336,4000.0,15,0,1,0,0.0
0,0.07643412599999999,46,0,144.0,,3,0,0,0,
0,0.28145542100000004,72,0,0.079962808,2150.0,4,0,0,0,0.0
0,0.06272786,72,1,0.480120902,4300.0,9,0,2,0,0.0
0,0.012641953999999999,75,0,0.0009998,5000.0,1,0,0,0,0.0
0,0.328689344,46,0,0.065061011,18766.0,9,0,0,0,3.0
0,0.9999998999999999,45,1,0.143898407,13307.0,7,0,1,0,3.0
1,0.0,44,0,0.242237888,13333.0,15,0,2,0,1.0
0,0.052889739000000005,53,0,0.236929074,11800.0,13,0,2,0,4.0
0,0.000120183,56,0,0.267433855,10166.0,16,0,2,0,1.0
0,0.012139208,92,0,8.0,,5,0,0,0,
0,0.08384961099999999,54,0,2711.0,,8,0,1,0,0.0
0,0.9999998999999999,73,0,23.0,,2,0,0,0,0.0
0,0.102219194,60,0,0.161940864,6594.0,9,0,1,0,1.0
0,0.43729189799999996,35,0,1725.0,,7,0,1,0,1.0
0,0.185413374,53,0,1889.0,,5,0,1,0,1.0
0,0.066789383,43,0,0.324379369,18166.0,10,0,2,0,3.0
0,0.11079686300000001,58,1,0.50338063,10500.0,20,0,3,1,0.0
0,0.054764769000000005,46,0,0.241691267,10500.0,6,0,1,0,0.0
0,0.0,78,0,0.0,10000.0,2,0,0,0,0.0
1,0.9999998999999999,54,0,0.045531197,4150.0,1,1,0,0,2.0
0,0.342928314,48,0,0.492975105,4056.0,14,0,1,0,1.0
0,0.0037230740000000003,59,0,0.112115732,1658.0,3,0,0,0,0.0
0,0.0515242,52,0,2061.0,,4,0,1,0,0.0
0,0.027967087,76,0,0.085460599,900.0,7,0,0,0,0.0
0,0.021790925,62,0,0.007116031,5058.0,2,0,0,0,0.0
0,0.745162742,71,1,0.4053449,7146.0,7,0,2,0,1.0
0,0.000596926,40,0,0.173459876,11800.0,7,0,1,0,1.0
0,0.813319619,47,0,0.065331928,15183.0,4,0,0,0,4.0
0,0.01262102,60,0,18.0,,4,0,0,0,0.0
0,0.389024439,42,0,0.581083783,5000.0,6,0,1,0,5.0
0,0.06775346900000001,88,0,32.0,,5,0,0,0,0.0
0,0.19522619100000002,27,1,0.089254766,5769.0,5,0,0,0,0.0
0,0.155065607,55,0,0.311211099,2666.0,5,0,1,0,0.0
0,0.15751427699999998,63,0,0.34688558799999997,3836.0,8,0,1,0,0.0
0,0.09345435,39,0,2013.0,,8,0,1,0,3.0
0,0.0,71,0,0.0,5000.0,14,0,0,0,0.0
0,0.35863448200000003,31,0,0.082335329,4007.0,6,0,0,0,2.0
0,0.2561478,48,0,0.246075392,10000.0,9,0,1,0,1.0
0,0.041034249,32,0,0.062441049000000005,5300.0,3,0,0,0,5.0
0,0.32597922100000004,63,0,0.288244453,5137.0,5,0,1,0,0.0
0,0.0,71,0,0.471128341,4900.0,12,0,1,0,0.0
0,0.03079824,64,0,0.453559559,5716.0,9,0,2,0,1.0
0,0.033733692999999995,61,1,0.341891712,7516.0,7,0,2,0,0.0
0,0.085111702,64,0,0.164786325,8774.0,9,0,2,0,0.0
1,0.5204173910000001,81,1,1.535916824,1057.0,15,0,2,2,0.0
0,0.13836605400000002,53,0,0.25127026399999997,8265.0,8,0,1,1,2.0
0,0.133168637,29,0,723.0,,5,0,0,0,0.0
0,0.065348923,68,0,0.024223703,6150.0,8,0,0,0,0.0
0,0.031763875,33,1,0.418023476,5281.0,12,3,1,0,1.0
0,0.247153178,38,1,0.845089436,2962.0,9,0,1,0,2.0
0,0.9999998999999999,28,0,0.119359534,2060.0,1,0,0,0,3.0
0,0.528847115,61,0,0.274901605,3302.0,8,0,1,0,0.0
0,0.304745547,33,0,0.5502787929999999,5200.0,16,0,2,0,2.0
0,0.6747878079999999,55,0,1756.0,,4,0,1,0,0.0
0,0.7912847940000001,50,0,0.286269826,36000.0,16,0,2,0,1.0
0,0.293544527,71,0,0.424165763,8300.0,14,0,3,0,0.0
0,0.7945649459999999,26,0,0.5920031060000001,2575.0,10,0,0,2,1.0
1,0.924215157,47,2,0.313124867,4700.0,7,5,0,1,3.0
0,0.084523979,58,0,0.19446883199999998,6833.0,10,0,1,0,0.0
0,0.9290671690000001,40,0,1689.0,,7,0,1,0,0.0
0,0.046593265999999994,78,0,28.0,,5,0,0,0,0.0
0,0.10697200800000001,41,1,4479.0,,8,0,1,0,0.0
0,0.270210063,34,0,0.317075654,9820.0,14,0,2,0,1.0
0,0.021405174,76,0,0.681030213,8075.0,12,0,3,0,1.0
0,0.13243833800000002,62,0,0.40387658200000004,2527.0,12,0,0,0,0.0
0,0.128413135,46,0,0.489364023,9166.0,10,0,1,0,0.0
0,0.0005969969999999999,72,0,0.0,2000.0,3,0,0,0,0.0
0,0.20063943399999998,40,0,0.20032661899999998,5510.0,8,0,2,0,0.0
0,0.9999998999999999,34,0,0.0,2400.0,3,0,0,0,0.0
0,0.428586465,25,0,0.147004094,2686.0,5,0,0,0,0.0
0,0.050226703,63,0,0.060367454,8000.0,9,0,0,0,2.0
1,0.612609333,53,2,1.09825019,9200.0,18,0,6,0,2.0
0,0.43398702299999997,57,0,0.257610206,15833.0,7,0,1,0,2.0
0,0.8935395159999999,42,0,0.54904138,13508.0,10,0,3,0,6.0
0,0.056274650999999995,51,0,30.0,,1,0,0,0,0.0
0,0.01435026,59,0,2079.0,,15,0,2,0,1.0
0,0.413400637,45,0,0.413746265,3680.0,9,0,1,0,0.0
0,0.99110089,32,0,0.4098267,5250.0,3,0,1,0,0.0
0,0.846088762,71,0,0.413891532,1050.0,4,0,0,0,0.0
0,0.006135666,67,0,0.181836529,4954.0,4,0,1,0,1.0
0,0.027880712999999998,42,0,0.291555556,4499.0,4,0,1,0,2.0
0,0.0,55,0,0.0,,3,0,0,0,0.0
0,0.975822098,64,0,686.0,,5,0,0,0,0.0
0,0.013980868,60,0,0.200110762,5416.0,5,0,1,0,0.0
0,0.725572001,47,1,0.20301149100000002,7570.0,10,0,0,0,0.0
0,0.0,63,0,84.0,,9,0,0,0,0.0
0,0.008129479,42,0,0.005452067,2200.0,6,0,0,0,0.0
0,0.0,57,0,0.07360136099999999,4700.0,1,0,0,0,2.0
0,0.274551857,57,0,0.564585115,4675.0,15,0,1,0,2.0
0,0.13238681900000002,53,0,0.06489837799999999,40000.0,11,0,2,0,1.0
0,0.050797097,34,0,0.41167434700000005,7811.0,14,0,2,0,2.0
0,0.043413605,64,0,117.0,,7,0,0,0,0.0
0,0.20072277100000002,42,0,0.347699214,4454.0,20,0,0,0,0.0
0,0.149435922,53,1,0.369165187,14074.0,20,0,2,0,1.0
0,0.009835644000000001,54,0,0.465675057,7865.0,16,0,4,0,2.0
0,0.0,33,0,0.70472895,2600.0,12,0,1,0,1.0
0,0.047158053,47,0,0.234525183,2600.0,11,0,1,0,0.0
0,0.712365293,30,0,0.414560162,3955.0,8,0,1,0,0.0
0,0.214822509,46,0,0.17882836600000002,6810.0,7,0,0,0,1.0
0,0.0,78,0,0.0,,6,0,0,0,0.0
1,0.46702264299999996,48,1,0.921599683,5050.0,17,0,3,0,3.0
0,0.618206942,45,0,3686.0,,8,0,1,0,0.0
0,0.0,51,0,0.22167132399999998,11092.0,5,0,1,0,5.0
0,0.07410156799999999,80,0,0.009958176,5020.0,4,0,0,0,1.0
0,0.01210543,63,0,0.007037981,8240.0,13,0,0,0,0.0
0,0.171492741,62,1,0.232383215,2525.0,8,0,0,0,0.0
0,0.019999074,32,0,0.5734632679999999,1333.0,13,0,0,0,0.0
0,0.039934695,73,0,1738.0,,12,0,2,0,0.0
0,0.21716013899999997,50,0,1379.0,,9,0,1,0,0.0
0,0.192512231,31,1,0.11292647800000001,4161.0,4,0,0,0,0.0
0,0.225216942,27,0,0.399941185,6800.0,10,0,1,0,3.0
0,0.41206729700000005,44,0,0.384226167,12450.0,13,0,2,0,3.0
0,0.825718697,70,0,0.526210541,7000.0,15,0,1,0,0.0
0,0.7110321079999999,45,1,1.006996502,2000.0,11,0,2,0,3.0
0,0.062759803,60,0,66.0,,10,0,0,0,0.0
0,0.050756918,29,0,0.192685625,15366.0,16,0,1,0,0.0
0,0.310991329,32,0,0.27693446899999996,2700.0,4,0,0,0,0.0
0,0.313227352,54,0,747.0,,5,0,0,0,2.0
1,0.154041934,35,0,0.39307535600000004,5400.0,6,0,2,0,3.0
0,0.128564082,63,0,522.0,,4,0,0,0,0.0
0,0.48533755,56,0,1.07996446,2250.0,13,0,1,0,0.0
0,0.270486342,23,0,0.014616322,820.0,1,0,0,0,0.0
0,0.79502069,51,0,0.39320856600000004,10365.0,11,0,2,0,2.0
0,0.405442425,40,0,0.177634834,4041.0,4,0,0,1,2.0
0,0.9008854609999999,48,0,0.109188774,2600.0,8,0,0,0,0.0
0,0.000763609,89,0,1.0,,5,0,0,0,0.0
0,0.48643982399999997,65,0,590.0,,11,0,0,0,1.0
0,0.11332389,44,0,0.393260616,5133.0,12,0,3,0,0.0
0,0.21581525,56,0,1633.0,,5,0,1,0,0.0
0,0.841287722,40,0,0.373087845,10916.0,15,0,1,0,4.0
0,0.40706611,49,0,0.74325135,5000.0,20,0,2,0,3.0
0,0.12306935,64,0,60.0,,6,0,0,0,0.0
0,0.047196107,53,0,0.525819998,8810.0,13,0,1,0,3.0
0,0.076586734,74,0,0.167643865,4604.0,11,0,0,0,0.0
0,0.9815145129999999,46,3,0.6878150009999999,3372.0,8,0,1,0,2.0
0,0.009436176999999999,61,0,0.001885607,3181.0,3,0,0,0,0.0
0,0.609198971,58,0,0.316594118,18837.0,17,0,3,0,1.0
0,0.47881154200000003,62,1,0.465635739,6983.0,11,0,2,0,1.0
0,0.366276757,44,0,0.358046524,7350.0,11,0,2,0,2.0
0,0.9999998999999999,49,0,1685.0,,1,0,1,0,0.0
0,0.410556849,38,1,0.336898396,5235.0,8,0,0,0,0.0
0,0.066197983,38,0,1.3142857140000002,1224.0,9,0,2,0,0.0
0,0.002426677,47,0,0.12256691,3287.0,5,0,0,0,2.0
0,0.058027304,39,0,0.363527295,5000.0,9,0,1,0,0.0
0,0.007940437,46,0,0.38640151100000003,9000.0,9,0,1,0,8.0
0,0.714107171,47,0,0.19885755100000002,2800.0,2,0,0,0,0.0
0,0.9999998999999999,71,0,0.0,2501.0,0,1,0,0,0.0
0,0.82576452,38,0,0.128644602,5075.0,6,0,0,0,2.0
0,0.451398136,33,0,0.080383923,3333.0,2,0,0,0,1.0
1,0.876448126,26,6,0.293794995,2916.0,9,0,0,0,1.0
0,0.0,56,0,0.157825153,6050.0,7,0,1,0,1.0
0,0.111707902,64,1,0.124875125,1000.0,4,0,0,0,0.0
0,0.087433237,51,0,0.181121227,10434.0,5,0,1,0,2.0
0,0.9999998999999999,25,0,0.015151515,1649.0,0,1,0,0,0.0
0,0.002704696,82,0,0.0,,4,0,0,0,0.0
0,0.357314545,47,0,2282.0,,7,0,1,0,0.0
0,0.09761754800000001,63,0,0.157440659,22833.0,8,0,4,0,1.0
0,0.9999998999999999,39,0,3.1390887289999996,1250.0,7,0,2,0,0.0
0,0.013689513,67,0,4011.0,,20,0,2,0,0.0
0,0.0,58,0,0.0,13516.0,3,0,0,0,1.0
0,0.051404902,71,0,272.0,,6,0,0,0,0.0
0,0.038337683,63,0,0.62745098,2600.0,7,0,1,0,0.0
0,0.435657245,41,1,0.286695023,13400.0,8,0,1,0,4.0
0,0.00020895200000000001,61,0,0.492502499,3000.0,13,0,1,0,0.0
0,0.013820003,83,0,0.036758404,10500.0,11,0,2,0,0.0
0,0.21964262399999998,43,0,0.35421261600000004,6800.0,7,0,2,0,2.0
0,0.203959597,46,0,0.072914726,16100.0,6,0,1,0,2.0
0,0.195614512,37,0,0.946280992,2177.0,19,0,1,0,0.0
0,0.0,62,0,0.0013633270000000001,4400.0,3,0,0,0,2.0
0,0.059022738,39,1,0.6111944029999999,2000.0,5,0,1,0,2.0
0,0.029255594,65,0,0.392267955,6000.0,18,0,4,0,0.0
0,0.062110465999999996,57,0,987.0,,9,0,1,0,0.0
0,0.041263492,61,0,0.010497376000000001,4000.0,2,0,0,0,1.0
0,0.035941938,78,0,515.0,0.0,10,0,0,0,0.0
0,0.169062739,45,0,0.312421895,4000.0,13,0,0,0,0.0
0,0.18002912399999998,87,0,0.08503952,10500.0,11,0,0,0,0.0
0,0.0,61,0,3047.0,,15,0,1,0,0.0
0,0.019139302,43,0,8.007968127,250.0,11,0,1,0,2.0
0,0.9999998999999999,54,0,0.7660389940000001,6000.0,3,0,2,0,0.0
0,0.159669046,37,1,0.244060475,12500.0,6,0,1,0,2.0
0,0.007522986999999999,58,0,6522.0,,8,0,3,0,0.0
0,0.40722131899999997,59,0,0.39547192,3400.0,6,0,0,0,0.0
0,0.19845490100000002,51,0,0.24616069399999999,4492.0,7,0,1,0,2.0
0,0.9999998999999999,35,1,0.162726008,2875.0,5,0,0,1,0.0
0,0.9999998999999999,23,0,1.0,,1,0,0,0,
0,0.00047355199999999997,62,0,0.272595657,4834.0,8,0,1,0,0.0
0,0.081091891,44,0,0.41717398299999997,3120.0,4,0,2,0,0.0
0,0.9821441329999999,47,1,0.795074559,4425.0,9,0,2,0,3.0
0,0.9999998999999999,61,0,0.512557991,6250.0,10,0,1,0,0.0
0,0.040773262000000005,59,0,0.93667722,6000.0,26,0,2,0,0.0
0,0.031407662999999995,59,2,0.347061176,2500.0,9,0,1,0,0.0
0,0.164109082,53,0,0.416377745,6056.0,9,0,1,0,0.0
0,0.9885008209999999,31,0,0.380689392,5250.0,10,0,1,0,0.0
0,0.0008954560000000001,36,0,0.079984003,5000.0,4,0,0,0,1.0
0,0.046171262000000005,55,0,1.043478261,1540.0,10,0,1,0,1.0
0,0.384673734,49,0,0.36343642600000003,7274.0,18,0,2,0,1.0
0,0.011090506000000002,86,0,9.0,,3,0,0,0,0.0
0,0.666002322,73,1,0.341584505,14300.0,14,0,2,0,2.0
0,0.862417805,50,0,0.23210969899999997,7000.0,7,0,1,0,1.0
0,0.754424558,52,0,0.306538692,5000.0,6,0,1,0,0.0
0,0.9999998999999999,49,0,170.0,,1,0,0,0,0.0
0,0.011346227,84,0,0.006997201,5001.0,14,0,0,0,0.0
0,0.026103893,61,0,1069.0,,14,0,2,0,0.0
0,0.042607005999999996,57,0,0.204729634,21100.0,19,0,2,0,0.0
0,0.007867041,71,0,0.0024740229999999997,8083.0,9,0,0,0,0.0
0,0.493014083,54,0,0.516291087,6966.0,11,0,1,0,1.0
0,0.033655577,50,0,0.236247829,12088.0,12,0,4,0,3.0
0,0.009246012,64,0,0.22396619399999998,6625.0,4,0,1,0,1.0
0,0.051385100999999996,27,0,0.24727838300000002,4500.0,14,0,0,0,0.0
0,0.0,25,0,627.0,,4,0,1,0,1.0
0,0.033719362,36,0,0.074113287,5666.0,4,0,0,0,0.0
0,0.118811275,57,0,0.117432215,16153.0,8,0,1,0,1.0
0,0.045710095,68,0,0.005828397,10465.0,4,0,0,0,0.0
0,0.5620022570000001,62,0,2369.0,,12,0,1,0,1.0
0,0.933825163,29,0,0.08529501699999999,13083.0,9,0,0,0,0.0
0,0.011699415,40,0,0.394187887,6950.0,4,0,2,0,0.0
0,0.168329162,56,0,4588.0,,9,0,2,0,0.0
0,0.016936628000000002,60,0,10888.0,,17,0,4,0,2.0
0,0.613901362,50,0,0.273156986,11000.0,8,0,2,0,0.0
0,0.009844415,72,0,615.0,,6,0,0,0,
0,0.9999998999999999,86,0,1.0,,1,0,0,0,
0,0.950033311,31,0,576.0,,3,0,0,0,0.0
0,0.178550565,53,0,0.272410455,10329.0,11,0,1,0,0.0
0,0.130925773,24,0,0.722875817,764.0,5,0,0,0,0.0
0,0.734858899,62,2,0.43565954,9915.0,8,0,2,0,0.0
0,0.9999998999999999,43,0,0.36791890299999996,1676.0,1,0,0,0,4.0
0,0.045789946,62,0,0.013367282,1570.0,2,0,0,0,1.0
0,0.9999998999999999,43,0,0.6897445390000001,2700.0,1,0,1,0,0.0
0,0.019794273,63,0,1690.0,,15,0,1,0,1.0
0,0.107368097,26,0,752.0,0.0,8,0,0,0,0.0
0,0.277013389,43,0,0.409561898,5500.0,11,0,1,0,3.0
0,0.054484158,53,0,0.008779631,6833.0,4,0,0,0,0.0
0,0.553070346,64,0,0.7182950359999999,5700.0,8,0,2,0,1.0
0,0.29198463199999997,49,0,0.114477535,5808.0,13,0,0,0,3.0
0,0.099797505,82,1,1595.0,,3,0,1,0,0.0
0,0.188844858,61,3,0.624159707,4908.0,11,0,3,0,0.0
0,0.053574830999999996,42,0,0.7720911640000001,2500.0,15,0,1,0,2.0
0,0.35923957799999995,52,0,0.340613538,5997.0,9,0,1,0,0.0
0,0.408449092,54,0,0.206659698,6696.0,20,0,0,0,2.0
0,0.011626226000000002,47,0,0.575494576,7834.0,25,0,2,0,3.0
0,0.077727409,61,0,0.075835919,2900.0,20,0,0,1,0.0
0,0.9282532459999999,58,1,0.599499374,4793.0,8,0,2,0,0.0
0,0.030552421,67,1,0.428605712,12500.0,13,0,1,0,1.0
0,0.0,72,0,0.0,5822.0,4,0,0,0,1.0
0,0.0011096110000000001,83,0,5.0,,9,0,0,0,
0,0.046466674000000006,42,0,1233.0,,11,0,1,0,3.0
0,0.092536406,57,1,0.175514019,5349.0,22,0,0,0,2.0
0,0.048073798,74,0,0.071315372,4416.0,2,0,0,0,0.0
0,0.398600045,44,0,0.314778518,7652.0,6,0,1,0,1.0
0,0.8229711590000001,30,0,0.438326669,3250.0,9,0,0,0,0.0
0,0.0,56,0,0.183089931,6504.0,10,0,2,0,0.0
0,0.9999998999999999,40,0,0.287531807,2750.0,2,0,0,0,3.0
0,0.138215446,44,0,16.0,,3,0,0,0,0.0
0,0.019999206000000002,53,0,0.18313253,8299.0,6,0,1,0,1.0
0,0.006110432,95,0,0.000267451,3738.0,2,0,0,0,0.0
0,0.9999998999999999,51,0,0.044568245,3230.0,3,0,0,0,0.0
0,0.0,27,0,0.0,2881.0,2,0,0,0,0.0
0,0.285445622,66,0,319.0,,3,0,0,0,0.0
0,0.698682737,49,0,0.5509396639999999,5054.0,10,0,1,0,0.0
0,0.17169392600000002,57,0,0.02640497,7081.0,2,0,0,0,0.0
0,0.9999998999999999,95,0,0.008301276,4938.0,4,0,0,0,0.0
0,0.117025611,68,0,244.0,,13,0,0,0,0.0
0,0.9999998999999999,80,1,536.0,,7,0,0,1,0.0
0,0.083301285,26,0,0.00542281,5900.0,2,0,0,0,0.0
0,0.180558738,70,0,0.474065742,8000.0,8,0,1,0,0.0
0,0.362678806,44,0,2209.0,,11,0,1,0,0.0
0,0.041116711,65,0,0.249517977,8816.0,10,0,3,0,1.0
0,0.16889189300000002,53,0,0.440837937,4343.0,7,0,1,0,2.0
0,0.002199956,61,0,0.011569776,7000.0,4,0,1,0,1.0
0,0.063294759,43,0,3472.0,,12,0,1,0,0.0
0,0.0,57,0,5078.0,,9,0,2,0,2.0
0,0.11265832199999999,53,0,2650.0,,6,0,3,0,0.0
0,0.9999998999999999,47,0,772.0,,2,0,0,0,0.0
0,0.052659585999999994,69,0,0.27971503600000003,8000.0,11,0,2,0,0.0
0,0.061582317000000004,62,0,2325.0,,8,0,2,0,0.0
0,0.284955995,33,0,0.620796219,5500.0,11,0,2,0,0.0
0,0.802274287,54,0,0.38308919,5392.0,8,0,1,0,1.0
0,0.013705153000000001,55,0,0.617232659,5535.0,10,0,3,0,0.0
0,0.606956873,64,0,3.462809917,1330.0,23,0,1,0,3.0
0,0.07368334900000001,58,0,3675.0,,11,0,1,0,0.0
0,0.012259853999999999,43,0,2235.0,,9,0,1,0,0.0
0,0.020394328,35,0,0.140337123,2550.0,4,0,0,0,0.0
0,0.03522305,53,0,0.598850287,4000.0,8,0,1,0,2.0
0,0.016422761,83,0,0.005982291999999999,4178.0,8,0,0,0,0.0
1,0.703697826,57,1,0.095380924,3333.0,3,0,0,0,0.0
0,0.038863813999999997,78,1,0.010497376000000001,4000.0,4,0,0,0,0.0
0,0.023850427,80,0,0.0045707759999999995,7000.0,6,0,0,0,0.0
0,0.492649381,43,0,1194.0,,4,0,0,0,3.0
0,0.224500347,64,0,0.625175668,4980.0,9,0,1,0,0.0
0,0.854285847,50,0,0.710644678,2000.0,6,0,1,0,0.0
0,0.02398724,56,0,35.0,,4,0,0,0,0.0
0,0.059747876,86,0,0.220311875,5001.0,13,0,2,0,1.0
0,0.014116189,63,1,3810.0,,16,0,2,0,0.0
1,0.9999998999999999,41,0,0.233277791,4200.0,2,3,1,1,2.0
0,0.497972343,65,0,0.767904012,2666.0,8,0,1,0,0.0
0,0.0,67,0,0.003193033,10334.0,6,0,0,0,3.0
0,0.052516573,44,0,0.003935874000000001,10416.0,3,0,0,0,3.0
0,0.031214736,58,0,0.297552392,6250.0,10,0,1,0,0.0
0,0.09576853800000001,45,0,0.012831195,6000.0,2,0,0,0,2.0
0,0.0,50,0,0.135143024,3425.0,10,0,0,0,2.0
0,0.884627218,27,0,0.26857606100000003,3700.0,7,0,0,0,0.0
0,0.031414049,74,0,0.001979129,5557.0,6,0,0,0,0.0
0,0.564604368,66,0,0.43352215899999996,3000.0,9,0,0,0,1.0
0,0.230197843,53,0,0.32267093199999997,2500.0,5,0,2,0,1.0
0,0.15574221300000002,39,0,723.0,0.0,13,0,0,0,2.0
0,0.262256403,73,0,1753.0,,17,0,1,0,0.0
0,0.13758899300000002,37,0,0.252934056,19000.0,5,0,2,0,1.0
0,0.121546961,46,0,0.321971683,1906.0,6,0,0,0,3.0
0,0.11753477,66,0,0.017132552,2217.0,1,0,0,0,0.0
1,0.508745627,52,2,0.189944134,3400.0,5,0,0,0,0.0
0,0.9999998999999999,44,0,0.117095508,4585.0,1,0,0,0,5.0
0,0.244572011,30,0,1036.0,,10,0,1,0,0.0
0,0.11161802400000001,48,0,0.26091302899999996,3000.0,8,0,1,0,1.0
0,0.31104233,48,3,0.42132327700000005,5833.0,16,0,2,1,2.0
0,0.538059532,31,0,0.128715571,3666.0,8,0,0,0,1.0
0,0.002046664,63,0,0.000604961,4958.0,7,0,0,0,1.0
0,0.741374323,62,0,0.371517869,7358.0,7,0,1,0,1.0
0,0.183497379,62,0,0.015399383999999999,25000.0,5,0,0,0,2.0
0,0.27958186399999996,52,0,0.503683435,4750.0,10,0,2,0,0.0
0,0.0,42,0,0.35655678700000004,6946.0,11,0,2,0,0.0
0,0.995001,31,4,0.7546424340000001,2530.0,6,0,1,1,1.0
0,0.0,43,0,0.56257497,2500.0,6,0,1,0,0.0
0,0.9400759390000001,46,0,1.015769626,2916.0,8,0,1,0,0.0
1,0.29130635899999996,42,0,0.518296341,1666.0,9,0,1,0,0.0
0,0.157197585,37,0,0.12967235800000002,6500.0,6,0,0,0,1.0
0,0.007924802,57,0,9.0,,1,0,0,0,0.0
0,0.239959095,56,0,3680.0,,18,0,1,0,0.0
0,0.205129308,55,0,0.359084994,14600.0,18,0,4,0,2.0
0,0.072229033,53,0,1640.0,,10,0,2,0,0.0
0,0.165375623,33,0,1996.0,,7,0,2,0,2.0
0,0.095732237,62,0,1151.0,1.0,8,0,1,0,0.0
0,0.15437343,62,0,0.343269765,5400.0,9,0,1,0,0.0
0,0.671995184,56,1,3544.0,,8,0,2,0,1.0
0,0.0030064379999999997,77,0,0.000254388,7861.0,3,0,0,0,0.0
0,0.026990835,75,0,0.008844453,5200.0,4,0,0,0,0.0
0,0.075097252,52,0,1290.0,,8,0,1,0,0.0
0,0.165302645,43,3,0.153384747,4667.0,16,0,0,0,2.0
0,0.23565881100000002,41,0,0.45047311100000004,8348.0,6,0,2,0,1.0
0,0.42385871399999997,24,0,38.0,,2,0,0,0,
0,0.500098036,29,0,0.142648135,4100.0,8,0,0,0,0.0
0,0.6094612739999999,28,1,0.207826547,1890.0,5,0,0,0,0.0
0,0.179413254,59,0,0.273821267,10137.0,10,0,1,0,0.0
0,0.022052263,41,0,2639.0,,10,0,2,0,0.0
0,0.024139682000000003,46,0,0.49770046,5000.0,15,0,2,0,3.0
0,0.39600009999999997,59,0,2969.0,,22,0,2,1,0.0
1,0.9999998999999999,62,0,797.0,,2,0,1,0,0.0
0,0.098289646,83,1,0.202225131,4583.0,10,0,1,0,0.0
1,0.247858661,38,2,0.460277008,9024.0,17,0,1,0,2.0
0,0.004399707,68,0,1.0,0.0,1,0,0,0,0.0
0,0.0,61,0,811.0,,8,0,2,0,0.0
0,0.518186405,73,0,0.5048870910000001,8900.0,17,0,1,0,1.0
0,0.437883939,35,0,0.122728831,8750.0,8,0,0,0,3.0
0,0.378708892,59,0,0.77789628,7500.0,20,0,3,0,0.0
0,0.487932999,54,0,0.380697051,7832.0,16,0,1,0,2.0
0,0.044475640999999996,49,0,0.310344828,13600.0,12,0,2,0,3.0
0,0.29627707600000003,63,0,0.347840341,12200.0,22,0,2,0,0.0
0,0.539897585,48,2,0.309967025,9400.0,7,0,1,0,1.0
0,0.0,85,0,0.0,,2,0,0,0,
0,0.9999998999999999,52,0,0.297196262,3209.0,5,0,0,0,1.0
1,0.0027178090000000003,31,0,0.40347982600000004,6666.0,9,0,2,0,0.0
1,0.549688179,67,1,1.7612929959999999,4825.0,15,0,2,0,0.0
0,0.328878595,66,1,0.991001125,888.0,15,0,1,0,0.0
0,0.046303627,39,0,0.231765378,5250.0,6,0,1,0,0.0
0,0.430294337,39,0,0.49306336700000003,8000.0,9,0,1,0,0.0
